customer_id,churn,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,charges_monthly,charges_total,cuentas_diarias
7905-NJMXS,0,Female,0.0,1,0,71.0,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),81.85,5924.4,2.73
7905-TVXTA,0,Male,0.0,0,0,34.0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,49.8,1734.2,1.66
7908-QCBCA,1,Female,0.0,1,1,42.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,22.95,1014.25,0.76
7909-FIOIY,0,Male,0.0,1,1,8.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,125.0,0.65
7912-SYRQT,1,Male,0.0,0,0,39.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),73.15,2730.85,2.44
7916-VCCPB,0,Female,0.0,0,0,1.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.85,93.85,3.13
7919-ZODZZ,0,Male,0.0,0,0,2.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,51.6,0.66
7921-BEPCI,0,Female,1.0,0,0,50.0,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,106.8,5347.95,3.56
7921-LMDFQ,0,Female,0.0,1,0,72.0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,1,Credit card (automatic),97.7,6869.7,3.26
7923-IYJWY,0,Female,0.0,1,0,24.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.4,1747.85,2.51
7924-GJZFI,0,Male,0.0,0,0,11.0,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,35.65,425.1,1.19
7925-PNRGI,0,Female,0.0,0,0,7.0,1,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,66.85,458.1,2.23
7926-IJOOU,0,Male,0.0,0,0,7.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.1,701.3,3.14
7927-AUXBZ,1,Female,0.0,1,1,59.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,1286.0,0.69
7928-VJYAB,0,Male,0.0,1,1,66.0,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),56.75,3708.4,1.89
7929-DMBCV,0,Female,0.0,1,1,72.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.75,1679.25,0.79
7929-SKFGK,0,Male,1.0,1,0,33.0,1,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,1,Electronic check,93.55,3055.5,3.12
7931-PXHFC,1,Female,1.0,1,0,66.0,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),80.55,5265.1,2.68
7932-WPTDS,1,Male,0.0,0,0,3.0,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,30.4,82.15,1.01
7938-OUHIO,1,Female,0.0,0,0,11.0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),97.85,1105.4,3.26
7940-UQQUG,0,Male,1.0,1,0,69.0,0,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),56.55,3952.65,1.88
7941-RCJOW,0,Female,0.0,1,1,24.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,452.55,0.66
7943-RQCHR,1,Female,0.0,0,0,31.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.9,689.35,0.7
7945-HLKEA,0,Female,0.0,1,0,70.0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),94.8,6859.05,3.16
7945-PRBVF,0,Male,0.0,0,0,46.0,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,93.7,4154.8,3.12
7950-XWOVN,0,Female,0.0,0,0,1.0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.55,44.55,1.48
7951-QKZPL,1,Female,0.0,1,1,68.0,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),60.3,4109.0,2.01
7951-VRDVK,0,Female,0.0,0,0,28.0,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.95,2625.55,3.0
7952-OBOYL,0,Male,0.0,0,0,12.0,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),50.25,593.75,1.68
7954-MLBUN,0,Female,0.0,0,0,2.0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.75,159.45,2.69
7956-XQWGU,0,Male,0.0,1,1,62.0,1,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),71.4,4487.3,2.38
7957-RYHQD,1,Male,0.0,1,0,6.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.5,438.0,2.52
7963-GQRMY,1,Female,0.0,1,0,4.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.5,79.05,0.68
7963-SHNDT,0,Female,0.0,0,0,53.0,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,90.8,4921.2,3.03
7964-VEXDG,0,Female,1.0,0,0,32.0,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,90.95,2897.95,3.03
7964-YESJC,0,Male,0.0,0,0,41.0,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,51.35,2075.1,1.71
7964-ZRKKG,0,Female,0.0,0,0,52.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,1022.95,0.69
7966-YOTQW,0,Female,0.0,1,1,24.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,533.5,0.66
7967-HYCDE,0,Female,0.0,1,1,72.0,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),93.25,6688.95,3.11
7968-QUXNS,0,Male,0.0,0,0,67.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),118.35,7804.15,3.94
7969-AULMZ,1,Female,0.0,1,0,21.0,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,0,Mailed check,80.9,1714.95,2.7
7969-FFOWG,0,Male,0.0,1,0,71.0,1,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Electronic check,83.2,6126.1,2.77
7971-HLVXI,0,Male,0.0,1,1,25.0,1,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,60.35,1404.65,2.01
7973-DZRKH,0,Male,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.25,20.25,0.68
7975-JMZNT,0,Female,0.0,0,0,23.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),20.3,470.6,0.68
7975-TZMLR,0,Male,1.0,1,1,72.0,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),64.8,4732.35,2.16
7976-CICYS,0,Male,0.0,1,1,12.0,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.2,571.15,1.64
7977-HXJKU,0,Male,0.0,0,0,22.0,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,1,Bank transfer (automatic),43.75,903.6,1.46
7978-DKUQH,0,Male,0.0,1,0,70.0,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),77.3,5498.2,2.58
7979-CORPM,1,Male,0.0,1,1,72.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),114.55,8306.05,3.82
7980-MHFLQ,0,Male,0.0,0,0,16.0,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Mailed check,54.85,916.15,1.83
7982-VCELR,0,Female,0.0,1,0,22.0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),80.0,1706.45,2.67
7989-AWGEH,0,Male,0.0,1,1,5.0,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,90.35,434.5,3.01
7989-CHGTL,1,Female,0.0,1,1,69.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),108.75,7493.05,3.62
7989-VCQOH,0,Female,0.0,1,1,42.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0,833.55,0.67
7993-NQLJE,0,Female,0.0,1,1,42.0,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,100.4,4303.65,3.35
7993-PYKOF,1,Male,0.0,0,0,5.0,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,55.75,266.95,1.86
7994-UYIVZ,0,Female,0.0,1,0,72.0,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.4,6058.95,2.88
7994-XIRTR,0,Male,0.0,0,1,39.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,1004.35,0.83
7995-ZHHNZ,0,Female,0.0,0,0,21.0,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Electronic check,60.25,1258.35,2.01
7996-BPXHY,0,Male,0.0,1,0,35.0,1,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Mailed check,61.0,2130.45,2.03
7996-MHXLW,0,Male,0.0,1,1,35.0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Credit card (automatic),69.15,2490.15,2.31
7997-EASSD,0,Male,1.0,0,0,12.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),73.3,828.05,2.44
7998-WNZEM,0,Female,0.0,0,0,27.0,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,56.7,1652.95,1.89
7998-ZLXWN,0,Male,0.0,1,1,72.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.0,1738.9,0.83
8000-REIQB,1,Female,0.0,1,0,58.0,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,1,Electronic check,45.35,2540.1,1.51
8003-EWNDZ,0,Male,1.0,0,0,10.0,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.25,793.55,2.64
8006-PYCSW,0,Male,0.0,1,0,64.0,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),89.45,5692.65,2.98
8007-YYPWD,0,Female,0.0,1,1,71.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,1500.95,0.68
8008-ESFLK,0,Female,0.0,0,0,10.0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,51.2,498.25,1.71
8008-HAWED,1,Female,0.0,0,0,4.0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.3,196.95,1.51
8008-OTEZX,0,Male,0.0,0,0,71.0,1,Yes,Fiber optic,No,Yes,No,No,No,No,One year,1,Credit card (automatic),79.05,5552.5,2.64
8010-EZLOU,1,Female,0.0,1,1,66.0,1,No,DSL,Yes,No,No,No,Yes,No,Two year,1,Electronic check,59.75,3996.8,1.99
8012-SOUDQ,0,Male,0.0,0,0,69.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.95,1399.35,0.66
8015-IHCGW,0,Male,0.0,0,0,43.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),26.45,1110.05,0.88
8016-NCFVO,0,Female,0.0,1,0,72.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.85,1871.85,0.83
8016-ZMGMO,0,Female,0.0,0,0,61.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.45,1336.35,0.65
8017-LXHFA,1,Male,0.0,0,0,7.0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.65,322.5,1.49
8017-UVSZU,0,Male,0.0,1,0,70.0,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),39.15,2692.75,1.3
8019-ENHXU,1,Female,1.0,0,0,5.0,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,84.7,392.5,2.82
8020-BWHYL,1,Female,1.0,0,0,16.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.4,1581.2,3.21
8022-BECSI,0,Male,0.0,0,0,17.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.1,385.55,0.7
8023-QHAIO,0,Male,0.0,1,1,51.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.4,997.75,0.65
8024-XNAFQ,0,Female,1.0,0,0,5.0,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),59.9,287.85,2.0
8028-PNXHQ,0,Female,0.0,1,0,14.0,1,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),64.7,941.0,2.16
8029-XYPWT,0,Female,0.0,1,1,64.0,1,Yes,DSL,No,Yes,No,No,No,No,One year,1,Bank transfer (automatic),53.85,3399.85,1.8
8033-ATFAS,0,Female,0.0,1,1,7.0,0,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Mailed check,34.65,246.6,1.16
8033-VCZGH,0,Female,0.0,0,0,1.0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,25.2,25.2,0.84
8034-RYTVV,0,Female,1.0,1,0,60.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.05,6925.9,3.87
8035-BUYVG,1,Male,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,20.45,0.68
8035-PWSEV,0,Male,1.0,0,0,2.0,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.45,47.5,0.82
8039-ACLPL,0,Female,0.0,0,0,20.0,1,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),68.9,1370.35,2.3
8039-EQPIM,0,Male,0.0,1,0,72.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,115.55,8425.3,3.85
8040-MNRTF,0,Female,0.0,1,1,72.0,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),107.45,7658.3,3.58
8041-TMEID,0,Male,0.0,0,0,4.0,1,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,90.4,356.65,3.01
8042-JVNFH,1,Male,0.0,0,1,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.05,21.05,0.7
8042-RNLKO,0,Female,0.0,1,0,33.0,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,103.75,3361.05,3.46
8043-PNYSD,0,Male,0.0,1,0,56.0,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,1,Electronic check,93.15,5253.95,3.1
8044-BGWPI,0,Male,0.0,0,0,9.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.5,597.9,2.35
8046-DNVTL,0,Male,0.0,0,0,12.0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,95.7,1184.0,3.19
8048-DSDFQ,0,Male,1.0,0,0,51.0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,97.8,4913.3,3.26
8049-WJCLQ,0,Female,0.0,1,1,33.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.15,800.3,0.8
8050-DVOJX,0,Female,0.0,0,0,1.0,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,50.45,50.45,1.68
8050-WYBND,0,Female,0.0,1,0,70.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.85,1328.35,0.66
8050-XGRVL,0,Male,0.0,0,0,1.0,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,47.95,47.95,1.6
8051-HJRLT,1,Female,1.0,1,0,32.0,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.2,2931.0,3.11
8053-WWDRO,1,Female,0.0,0,0,39.0,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),41.15,1700.9,1.37
8058-DMYRU,0,Female,0.0,1,1,45.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.65,1138.8,0.82
8058-INTPH,1,Male,0.0,0,0,19.0,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),55.0,1046.5,1.83
8058-JMEQO,1,Female,0.0,0,0,30.0,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),94.4,2638.1,3.15
8059-UDZFY,0,Male,0.0,0,0,7.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,168.65,0.65
8060-HIWJJ,0,Female,0.0,1,1,59.0,1,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,1,Mailed check,76.45,4519.5,2.55
8062-YBDOE,1,Male,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.2,20.2,0.67
8063-GBATB,1,Female,1.0,0,0,1.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,70.6,2.35
8063-RJYNF,1,Female,0.0,1,0,72.0,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),110.45,7982.5,3.68
8064-RAVOH,0,Female,0.0,1,1,67.0,1,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,1,Electronic check,75.5,5229.45,2.52
8065-BVEPF,0,Male,0.0,1,0,47.0,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,73.6,3522.65,2.45
8065-QBYTO,0,Male,0.0,0,0,4.0,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,61.3,249.4,2.04
8065-YKXKD,1,Female,0.0,0,0,24.0,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.15,2494.65,3.47
8066-POXGX,1,Male,0.0,0,0,9.0,0,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Mailed check,50.8,463.6,1.69
8067-NIOYM,0,Female,0.0,1,1,7.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.85,144.15,0.66
8069-RHUXK,0,Female,0.0,0,0,65.0,0,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),59.95,3921.1,2.0
8069-YQQAJ,0,Male,0.0,0,0,14.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.05,299.3,0.67
8070-AAWZP,0,Male,0.0,1,0,35.0,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),53.15,1930.9,1.77
8071-SBTRN,0,Male,0.0,0,1,26.0,0,No phone service,DSL,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),39.95,1023.75,1.33
8073-IJDCM,1,Female,0.0,0,0,7.0,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,75.15,525.0,2.51
8075-GXIUB,0,Female,1.0,1,0,43.0,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,107.55,4533.9,3.58
8076-FEZKJ,0,Male,0.0,0,0,37.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.15,785.75,0.67
8079-XRJRS,1,Male,0.0,0,1,23.0,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),40.65,947.4,1.36
8080-DDEMJ,1,Female,0.0,1,1,50.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.75,3557.7,2.33
8080-POTJR,0,Female,0.0,0,0,1.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,19.65,0.65
8082-GHXOP,0,Male,1.0,0,0,27.0,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.65,2964.0,3.49
8083-YTZES,1,Female,0.0,0,0,58.0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),71.1,4299.2,2.37
8084-OIVBS,0,Male,0.0,1,1,12.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,26.4,314.95,0.88
8085-MSNLK,0,Female,1.0,1,0,72.0,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),78.45,5682.25,2.62
8086-OVPWV,1,Female,0.0,0,0,14.0,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,86.3,1180.95,2.88
8087-LGYHQ,0,Male,1.0,1,0,10.0,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.8,914.3,2.99
8089-UZWLX,0,Male,0.0,1,1,72.0,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),66.5,4811.6,2.22
8091-TTVAX,0,Male,0.0,0,1,9.0,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,50.1,484.05,1.67
8092-NLTGF,0,Female,0.0,0,0,45.0,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),81.65,3618.7,2.72
8095-WANWK,0,Female,0.0,1,0,64.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.45,1225.65,0.65
8096-LOIST,0,Male,0.0,0,0,2.0,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,49.25,90.35,1.64
8097-OMULG,0,Male,1.0,1,0,64.0,1,No,Fiber optic,Yes,No,Yes,No,No,No,One year,0,Credit card (automatic),80.3,5017.7,2.68
8097-VBQTZ,0,Female,0.0,0,0,39.0,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),41.1,1597.05,1.37
8098-LLAZX,1,Female,0.0,1,0,1.0,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.0,45.0,1.5
8098-TDCBU,0,Female,0.0,0,0,7.0,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,95.35,660.9,3.18
8099-MZPUJ,0,Female,0.0,0,0,58.0,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.35,1423.85,0.81
8100-HZZLJ,0,Male,1.0,1,0,4.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.4,306.6,2.48
8100-PNJMH,0,Female,0.0,0,0,3.0,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.65,151.3,1.69
8104-OSKWT,0,Male,0.0,0,1,1.0,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.35,74.35,2.48
8106-GWQOK,0,Male,0.0,0,0,72.0,1,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Credit card (automatic),86.05,6309.65,2.87
8107-KNCIM,0,Male,1.0,1,0,43.0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.0,4388.4,3.37
8107-RZLNV,0,Female,1.0,0,0,1.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,69.6,2.32
8108-UXRQN,0,Male,0.0,1,0,68.0,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,100.3,6754.35,3.34
8109-YUOHE,0,Male,0.0,1,1,38.0,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),101.15,3956.7,3.37
8111-BKVDS,0,Female,0.0,1,1,55.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,1079.05,0.68
8111-RKSPX,1,Male,0.0,0,1,1.0,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.65,71.65,2.39
8111-SLLHI,1,Female,0.0,1,0,8.0,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,764.95,2.83
8118-LSUEL,1,Female,0.0,0,0,33.0,1,Yes,DSL,Yes,No,No,Yes,No,No,One year,0,Electronic check,59.4,1952.8,1.98
8118-TJAFG,0,Female,0.0,1,1,57.0,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.6,5611.7,3.35
8120-JDCAM,0,Female,0.0,1,1,42.0,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),77.95,3384.0,2.6
8123-QBNAZ,0,Female,0.0,1,1,15.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,284.3,0.67
8124-NZVGJ,0,Female,0.0,0,0,8.0,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.25,174.65,0.68
8125-QPFJD,0,Male,0.0,0,0,4.0,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Electronic check,56.75,245.15,1.89
8128-YVJRG,1,Female,0.0,0,0,62.0,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),84.5,5193.2,2.82
